tkid,place,lat,lon,impact,description_en,description_ru,link1,link1Time,link2,link2Time,link3,link3Time,tag
118,min-oruk,39.99114423,70.62069736,privateprop,,,,,,,,,satellite
119,min-oruk,39.99092737,70.62072211,privateprop,,,,,,,,,satellite
120,min-oruk,39.99193559,70.62012389,privateprop,,,,,,,,,satellite
121,min-oruk,39.99179591,70.62018776,privateprop,,,,,,,,,satellite
122,min-oruk,39.99229555,70.62050535,privateprop,,,,,,,,,satellite
123,min-oruk,39.99329091,70.62027779,privateprop,,,,,,,,,satellite
124,min-oruk,39.99284946,70.6203639,privateprop,,,,,,,,,satellite
125,min-oruk,39.99345732,70.61989965,privateprop,,,,,,,,,satellite
126,min-oruk,39.99358327,70.61987318,privateprop,,,,,,,,,satellite
127,min-oruk,39.99371475,70.61981569,privateprop,,,https://www.turmush.kg/ru/news:1822042,,,,,,socialmedia
128,min-oruk,39.9937608,70.62021733,privateprop,,,https://www.turmush.kg/ru/news:1822042,,,,,,socialmedia
129,min-oruk,39.99443332,70.61970041,privateprop,,,,,,,,,satellite
130,min-oruk,39.99512778,70.6201135,privateprop,,,,,,,,,satellite
131,min-oruk,39.99588052,70.61959729,privateprop,,,,,,,,,satellite
132,min-oruk,39.99686771,70.61980227,privateprop,,,,,,,,,satellite
133,min-oruk,39.99662858,70.61983349,privateprop,,,https://youtu.be/eFSZ-DZ21YU?t=291,291.0,,,,,socialmedia
134,min-oruk,39.99658797,70.61954566,privateprop,,,,,,,,,satellite
135,min-oruk,39.99703211,70.61982448,privateprop,,,https://youtu.be/eFSZ-DZ21YU?t=343,343.0,,,,,socialmedia
136,min-oruk,39.9969764,70.61947789,privateprop,,,https://youtu.be/eFSZ-DZ21YU?t=319,319.0,,,,,socialmedia
137,min-oruk,39.99737103,70.61895824,privateprop,,,https://youtu.be/N7eE5MPiNQ8?t=630,630.0,,,,,socialmedia
138,min-oruk,39.99767646,70.61929901,privateprop,,,,,,,,,satellite
139,min-oruk,39.99793681,70.61969501,privateprop,,,,,,,,,satellite
140,min-oruk,39.99768676,70.61972196,privateprop,,,,,,,,,satellite
141,min-oruk,39.99837749,70.61990614,privateprop,,,,,,,,,satellite
142,min-oruk,39.99856991,70.62032211,privateprop,,,https://youtu.be/eFSZ-DZ21YU?t=264,264.0,,,,,socialmedia
143,min-oruk,39.99866406,70.62134482,privateprop,,,,,,,,,satellite
144,min-oruk,39.99865591,70.62158746,privateprop,,,,,,,,,satellite
145,min-oruk,39.99809351,70.62064832,privateprop,,,,,,,,,satellite
146,min-oruk,39.99761219,70.6210824,privateprop,,,,,,,,,satellite
147,min-oruk,39.99739819,70.62083594,privateprop,,,,,,,,,satellite
148,min-oruk,39.99701491,70.62113552,privateprop,,,,,,,,,satellite
149,min-oruk,39.99648767,70.62087285,privateprop,,,,,,,,,satellite
150,min-oruk,39.99636085,70.62091247,privateprop,,,,,,,,,satellite
151,min-oruk,39.99584211,70.62089868,privateprop,,,,,,,,,satellite
152,min-oruk,39.997171,70.62287866,privateprop,,,,,,,,,satellite
153,min-oruk,39.99749718,70.62210635,privateprop,,,,,,,,,satellite
154,min-oruk,39.99626479,70.62347204,privateprop,,,,,,,,,satellite
155,min-oruk,40.00156724,70.62091675,privateprop,warehouse,,https://t.me/ChDambiev/19485,,,,,,socialmedia
156,min-bulak,39.97868587,70.62019439,privateprop,,,,,,,,,satellite
157,min-bulak,39.97849574,70.61939974,privateprop,,,,,,,,,satellite
158,min-bulak,39.98665117,70.62289685,privateprop,,,,,,,,,satellite
159,min-bulak,39.98659116,70.62235044,privateprop,,,,,,,,,satellite
160,min-bulak,39.98687887,70.62209695,privateprop,,,,,,,,,satellite
161,min-bulak,39.98221847,70.62132683,privateprop,,,,,,,,,satellite
162,arka,40.19346232,69.88360754,privateprop,,,,,,,,,satellite
163,arka,40.19319612,69.88371328,privateprop,,,,,,,,,satellite
164,arka,40.18877103,69.88161334,privateprop,,,,,,,,,satellite
165,arka,40.18868096,69.88107573,privateprop,,,,,,,,,satellite
166,arka,40.1891503,69.88054304,privateprop,,,,,,,,,satellite
167,arka,40.18936276,69.88051296,privateprop,,,,,,,,,satellite
168,arka,40.18909445,69.88293845,privateprop,,,https://telegra.ph/file/a1feb17203443a8d595dc.jpg,,,,,,socialmedia
169,arka,40.18973207,69.880429,privateprop,,,,,,,,,satellite
170,arka,40.18973961,69.88088805,privateprop,,,,,,,,,satellite
171,arka,40.19045897,69.88065148,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=29,29.0,,,,,socialmedia
172,arka,40.19033801,69.88167403,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=41,41.0,,,,,socialmedia
173,arka,40.19004619,69.88175983,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=49,49.0,,,,,socialmedia
174,arka,40.19346288,69.8833152,privateprop,,,,,,,,,satellite
175,arka,40.193594,69.88326714,privateprop,,,,,,,,,satellite
176,arka,40.19300308,69.88341103,privateprop,,,,,,,,,satellite
177,arka,40.19297988,69.88086603,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=57,57.0,,,,,socialmedia
178,arka,40.1927386,69.88106497,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=221,221.0,,,,,socialmedia
179,arka,40.19259031,69.88203656,privateprop,,,,,,,,,satellite
180,arka,40.19234068,69.8820995,privateprop,,,,,,,,,satellite
181,arka,40.19431761,69.88059094,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=69,69.0,,,,,socialmedia
182,arka,40.1935102,69.88082652,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=59,59.0,,,,,socialmedia
183,arka,40.19390124,69.88173475,privateprop,,,,,,,,,satellite
184,arka,40.19483501,69.88127476,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=74,74.0,,,,,socialmedia
185,arka,40.19469171,69.87949813,privateprop,,,,,,,,,satellite
186,arka,40.19439162,69.87957771,privateprop,,,,,,,,,satellite
187,arka,40.19432115,69.87924687,privateprop,,,,,,,,,satellite
188,arka,40.1940564,69.88010776,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=66,66.0,,,,,socialmedia
189,arka,40.19367056,69.87916958,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=584,584.0,,,,,socialmedia
190,arka,40.19372834,69.88018503,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=60,60.0,,,,,socialmedia
191,arka,40.19331331,69.87927289,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=584,584.0,,,,,socialmedia
192,arka,40.19292173,69.87994645,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=584,584.0,,,,,socialmedia
193,arka,40.19276961,69.87998124,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=584,584.0,,,,,socialmedia
194,arka,40.19267175,69.88044147,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=18,18.0,,,,,socialmedia
195,arka,40.19244127,69.88043928,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=18,18.0,,,,,socialmedia
196,arka,40.19523561,69.87944802,privateprop,,,,,,,,,satellite
197,arka,40.19522622,69.87992003,privateprop,,,,,,,,,satellite
198,arka,40.19588516,69.88026233,privateprop,,,,,,,,,satellite
199,arka,40.19609121,69.88118218,privateprop,,,,,,,,,satellite
200,arka,40.19681449,69.87962308,privateprop,,,,,,,,,satellite
201,arka,40.19632805,69.87916223,privateprop,,,,,,,,,satellite
202,arka,40.19616401,69.87923679,privateprop,,,,,,,,,satellite
203,arka,40.19583119,69.8787459,privateprop,,,,,,,,,satellite
204,arka,40.19648123,69.87870328,privateprop,,,,,,,,,satellite
205,arka,40.19740226,69.88068445,privateprop,,,,,,,,,satellite
206,arka,40.19669407,69.88009593,privateprop,,,,,,,,,satellite
207,arka,40.19857643,69.88048738,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=100,100.0,,,,,socialmedia
208,arka,40.19846283,69.88238553,privateprop,,,,,,,,,satellite
209,arka,40.19907291,69.88197476,privateprop,,,,,,,,,satellite
210,arka,40.1999377,69.881959,privateprop,,,,,,,,,satellite
211,arka,40.19969877,69.88201372,privateprop,,,,,,,,,satellite
212,arka,40.20016652,69.88190654,privateprop,,,,,,,,,satellite
213,arka,40.19976814,69.8801378,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=88,88.0,,,,,socialmedia
214,arka,40.19957382,69.87937809,privateprop,,,https://youtu.be/Y3jv9Fgw53s?t=96,96.0,,,,,socialmedia
215,arka,40.19996351,69.88422586,privateprop,,,,,,,,,satellite
216,arka,40.20078745,69.88436431,privateprop,,,,,,,,,satellite
217,arka,40.20119443,69.88414488,privateprop,,,,,,,,,satellite
218,arka,40.2009004,69.8839824,privateprop,,,,,,,,,satellite
219,arka,40.20061896,69.88348526,privateprop,,,,,,,,,satellite
220,arka,40.20055482,69.88247948,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=208,208.0,https://telegra.ph/file/fe0f5d386acac9b1990f5.jpg,,,,socialmedia
221,arka,40.20099241,69.88269414,privateprop,,,https://telegra.ph/file/29d07bdb04eceb3eb9264.jpg,,,,,,socialmedia
222,arka,40.20088535,69.88236372,privateprop,,,,,,,,,satellite
223,arka,40.20125973,69.88216613,privateprop,,,https://telegra.ph/file/dfbfeceb2c451011ef074.jpg,,,,,,socialmedia
224,arka,40.19048946,69.87543246,privateprop,,,,,,,,,satellite
225,arka,40.20059808,69.8827535,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=221,221.0,,,,,socialmedia
226,arka,40.20110372,69.88290982,privateprop,,,https://youtu.be/6wskc5TIvGQ?t=214,214.0,,,,,socialmedia
227,arka,40.18886468,69.88200103,privateprop,,,https://telegra.ph/file/3b031205f2cda397cddcc.jpg,,,,,,socialmedia
228,karabak,40.16513377,70.82919828,privateprop,,,https://youtu.be/Qrj7C0eJDOo?t=153,153.0,,,,,socialmedia
229,karabak,40.16506721,70.82876471,privateprop,,,https://youtu.be/Qrj7C0eJDOo?t=148,148.0,,,,,socialmedia
230,karabak,40.16495626,70.83123471,privateprop,,,,,,,,,satellite
231,karabak,40.16407298,70.80319677,privateprop,,,,,,,,,satellite
232,karabak,40.16245634,70.8028094,privateprop,,,,,,,,,satellite
233,karabak,40.16231641,70.80245847,privateprop,,,,,,,,,satellite
234,karabak,40.16236437,70.8031912,privateprop,,,,,,,,,satellite
235,karabak,40.1584988,70.80304997,privateprop,,,,,,,,,satellite
236,karabak,40.15573854,70.80331196,privateprop,,,,,,,,,satellite
237,karabak,40.15513341,70.80316983,privateprop,,,,,,,,,satellite
238,karabak,40.15989301,70.81514764,privateprop,,,,,,,,,satellite
239,karabak,40.16422135,70.80410634,privateprop,,,,,,,,,satellite
240,ak-sai,39.8770319,70.49609389,privateprop,,,,,,,,,satellite
241,ak-sai,39.8771852,70.49653107,privateprop,,,,,,,,,satellite
242,ak-sai,39.87740058,70.49719886,privateprop,,,,,,,,,satellite
243,ak-sai,39.87804014,70.49664922,privateprop,,,,,,,,,satellite
244,ak-sai,39.878367,70.49727776,privateprop,,,,,,,,,satellite
245,ak-sai,39.87779489,70.49757475,privateprop,,,,,,,,,satellite
246,ak-sai,39.88031669,70.49767823,privateprop,,,,,,,,,satellite
247,ak-sai,39.88050994,70.49830559,privateprop,,,,,,,,,satellite
248,ak-sai,39.87940896,70.49925236,privateprop,,,,,,,,,satellite
249,ak-sai,39.87884389,70.4984457,privateprop,,,,,,,,,satellite
250,ak-sai,39.87933721,70.5006437,privateprop,,,,,,,,,satellite
251,ak-sai,39.87861625,70.49852067,privateprop,,,,,,,,,satellite
252,ak-sai,39.87827867,70.49879858,privateprop,,,,,,,,,satellite
253,ak-sai,39.87720994,70.49844927,privateprop,,,,,,,,,satellite
254,ak-sai,39.87739515,70.49883868,privateprop,,,,,,,,,satellite
255,ak-sai,39.87716061,70.49899023,privateprop,,,,,,,,,satellite
256,ak-sai,39.87693618,70.49859977,privateprop,,,,,,,,,satellite
257,ak-sai,39.87688965,70.49907554,privateprop,,,,,,,,,satellite
258,ak-sai,39.87667114,70.49921547,privateprop,,,,,,,,,satellite
259,ak-sai,39.87638416,70.49892101,privateprop,,,,,,,,,satellite
260,ak-sai,39.87608113,70.49907004,privateprop,,,,,,,,,satellite
261,ak-sai,39.87668076,70.49763007,privateprop,,,,,,,,,satellite
262,ak-sai,39.87620099,70.49751763,privateprop,,,,,,,,,satellite
263,ak-sai,39.87646891,70.49629721,privateprop,,,,,,,,,satellite
264,ak-sai,39.87595331,70.49653744,privateprop,,,,,,,,,satellite
265,ak-sai,39.87564101,70.49680333,privateprop,,,,,,,,,satellite
266,ak-sai,39.8749494,70.4968896,privateprop,,,,,,,,,satellite
267,ak-sai,39.87966573,70.50156069,privateprop,,,,,,,,,satellite
268,ak-sai,39.88089957,70.50518298,privateprop,,,,,,,,,satellite
269,ak-sai,39.88068133,70.50592668,privateprop,,,,,,,,,satellite
270,ak-sai,39.88072473,70.50641148,privateprop,,,,,,,,,satellite
271,ak-sai,39.88102534,70.50718369,privateprop,,,,,,,,,satellite
272,ak-sai,39.88159975,70.50679221,privateprop,,,,,,,,,satellite
273,ak-sai,39.87275282,70.50609297,privateprop,,,,,,,,,satellite
274,ak-sai,39.87430765,70.51233073,privateprop,,,,,,,,,satellite
275,kapchygai,39.88167875,70.53087051,privateprop,,,,,,,,,satellite
276,kapchygai,39.88135451,70.53072702,privateprop,,,,,,,,,satellite
277,kapchygai,39.8813299,70.53042183,privateprop,,,,,,,,,satellite
278,kapchygai,39.88163529,70.52924126,privateprop,,,,,,,,,satellite
279,kapchygai,39.88184143,70.52896515,privateprop,,,,,,,,,satellite
280,kapchygai,39.88180178,70.5294437,privateprop,,,,,,,,,satellite
281,kapchygai,39.8812751,70.52955206,privateprop,,,,,,,,,satellite
282,kapchygai,39.88115414,70.52844557,privateprop,,,,,,,,,satellite
283,kapchygai,39.88177615,70.52815549,privateprop,,,,,,,,,satellite
284,kapchygai,39.88145789,70.52883091,privateprop,,,,,,,,,satellite
285,kapchygai,39.88205088,70.52769252,privateprop,,,,,,,,,satellite
286,kapchygai,39.88200898,70.5279773,privateprop,,,,,,,,,satellite
287,kapchygai,39.88230153,70.52739014,privateprop,,,,,,,,,satellite
288,kapchygai,39.88237841,70.52893501,privateprop,,,,,,,,,satellite
289,kapchygai,39.88247154,70.52865413,privateprop,,,,,,,,,satellite
290,kapchygai,39.88319922,70.5283729,privateprop,,,,,,,,,satellite
291,kapchygai,39.88387919,70.52791112,privateprop,,,https://youtu.be/raWjX-jtYkU?t=458,458.0,,,,,socialmedia
292,kapchygai,39.88422086,70.52782642,privateprop,,,https://youtu.be/raWjX-jtYkU?t=438,438.0,,,,,socialmedia
293,kapchygai,39.88438482,70.52883009,privateprop,,,,,,,,,satellite
294,kapchygai,39.88382608,70.52873499,privateprop,,,,,,,,,satellite
295,kapchygai,39.8847495,70.52767386,privateprop,,,https://youtu.be/raWjX-jtYkU?t=450,450.0,,,,,socialmedia
296,kapchygai,39.8845179,70.52723182,privateprop,,,https://youtu.be/raWjX-jtYkU?t=440,440.0,,,,,socialmedia
297,kapchygai,39.88588725,70.52746959,privateprop,,,https://youtu.be/raWjX-jtYkU?t=455,455.0,,,,,socialmedia
298,kapchygai,39.88508085,70.52746702,privateprop,,,,,,,,,satellite
299,kapchygai,39.8857115,70.52659692,privateprop,,,,,,,,,satellite
300,kapchygai,39.88524402,70.5269324,privateprop,,,,,,,,,satellite
301,kapchygai,39.88297658,70.5265921,privateprop,,,,,,,,,satellite
302,kapchygai,39.88303539,70.52780093,privateprop,,,,,,,,,satellite
303,kapchygai,39.88325805,70.52755641,privateprop,,,,,,,,,satellite
304,kapchygai,39.88278285,70.52760958,privateprop,,,,,,,,,satellite
305,kapchygai,39.88352965,70.52624184,privateprop,,,https://youtu.be/raWjX-jtYkU?t=438,438.0,,,,,socialmedia
306,kapchygai,39.88363303,70.52687686,privateprop,,,https://youtu.be/raWjX-jtYkU?t=502,502.0,,,,,socialmedia
307,kapchygai,39.88340236,70.52664627,privateprop,,,,,,,,,satellite
308,kapchygai,39.88359282,70.52732673,privateprop,,,,,,,,,satellite
